ñ¡ïøî‘çÜ,åªç›âøäi,åàéZì˙Ç‹Ç≈,å†óòóéÇøÇ‹Ç≈,ï™äÑì˙Ç‹Ç≈,éûâøëçäz,ó\ëzPER,PBR,ó\ëzEPS,BPS,îzìñê´å¸,ÉxÅ[É^íl,âﬂãéîzìñäz,âﬂãéîzìñóòâÒÇË,ïΩãœîzìñóòâÒÇË,åªç›îzìñäz,åªç›îzìñóòâÒÇË,52èTà¿íl,52èTçÇíl,êÑèß,ÉAÉiÉäÉXÉgà”å©êî,Open,High,Low,Close,Adj Close,Volume,MACD,Signal_Line,MACD_Signal_difference,DI+,DI-,DI+DI-_difference,Parabolic_SAR,Parabolic_SAR_difference,RSI_14,%K,Psychological_Line,RCI_26,MA_Deviation,MACD_Percentile,MACD_Current Deviation,MACD_Signal_difference_Percentile,MACD_Signal_difference_Current Deviation,DI+_Percentile,DI+_Current Deviation,DI-_Percentile,DI-_Current Deviation,DI+DI-_difference_Percentile,DI+DI-_difference_Current Deviation,Parabolic_SAR_Percentile,Parabolic_SAR_Current Deviation,Parabolic_SAR_difference_Percentile,Parabolic_SAR_difference_Current Deviation,RSI_14_Percentile,RSI_14_Current Deviation,%K_Percentile,%K_Current Deviation,Psychological_Line_Percentile,Psychological_Line_Current Deviation,RCI_26_Percentile,RCI_26_Current Deviation,MA_Deviation_Percentile,MA_Deviation_Current Deviation,MACD_Signal_Line_Last_Cross,MACD_Signal_Line_Last_Cross_Day,MACD_Signal_Line_Next_Cross_Day,DI+_DI-_Last_Cross,DI+_DI-_Last_Cross_Day,DI+_DI-_Next_Cross_Day
8103.T,636.0,57,115,,25561411584,,0.699894,,908.709,0.45229998,-0.024,34.0,0.05371248,8.04,64.0,0.1011,600.0,745.0,none,,633.0,638.0,633.0,636.0,636.0,57200,-14.017,-12.139,-1.878,14.948,44.845,-29.897,691.048,-55.048,30.0,10.909,41.667,-89.675,-5.453,20.681,-0.614,35.548,-0.172,5.966,-1.432,75.294,0.709,13.109,-1.134,90.939,1.48,23.109,-0.54,10.915,-1.206,15.869,-1.196,23.973,-0.457,1.866,-1.533,32.542,-0.253,Dead,132,50.553191489361694,Dead,117,-6.466666666666669
8125.T,1586.0,38,86,,78327463936,15.294118,0.7950253,103.7,1994.905,0.9544,-0.023,62.0,0.039440203,3.55,132.0,0.084,1364.0,1784.0,none,,1557.0,1599.0,1557.0,1586.0,1586.0,151000,-6.415,6.174,-12.589,29.075,28.781,0.294,1525.024,60.976,47.273,20.874,66.667,-52.752,-3.523,31.281,-0.38,10.181,-1.236,28.821,-0.603,33.721,-0.438,47.757,-0.084,97.864,1.79,67.132,0.482,40.83,-0.274,23.734,-0.988,77.962,1.079,24.895,-0.957,32.077,-0.361,Dead,50,128.8,Golden,10,119.8507462686567
8133.T,1689.0,57,115,,190482038784,,1.1439649,,1476.444,0.4934,0.225,56.0,0.034021873,4.26,56.0,0.034,1286.0,1887.0,none,,1653.0,1698.0,1653.0,1689.0,1689.0,143900,20.271,13.803,6.469,37.984,31.163,6.822,1736.429,-47.429,59.33,94.857,58.333,43.59,6.02,73.173,0.468,76.91,0.726,55.042,0.116,50.42,-0.018,50.84,0.07,98.504,3.092,31.089,-0.526,63.224,0.344,88.245,1.224,54.149,0.403,59.881,0.484,71.186,0.576,Golden,27,130.8181818181818,Golden,0,134.55555555555554
8167.T,1265.0,37,86,,54301261824,,0.6607766,,1914.414,0.24209999,0.96,38.0,0.030375699,1.64,28.0,0.0224,1215.0,1909.0,none,,1241.0,1279.0,1239.0,1265.0,1265.0,59900,-105.18,-102.976,-2.204,17.82,45.848,-28.028,1324.956,-59.956,30.404,25.126,41.667,-93.641,-13.606,1.339,-2.31,37.908,-0.107,6.943,-1.418,70.195,0.484,14.564,-1.034,81.742,0.818,33.501,-0.335,10.745,-1.264,29.357,-0.817,25.338,-0.341,1.282,-1.849,9.65,-1.301,Dead,230,-53.4375,Dead,230,-135.0
8185.T,1482.0,38,86,,52153208832,23.434534,1.0065671,60.39,1472.331,0.41779998,0.153,45.0,0.031556804,4.18,34.0,0.0238,799.0,1493.0,hold,1,1421.0,1493.0,1421.0,1482.0,1482.0,234100,141.269,98.215,43.053,67.44,4.637,62.802,1153.782,328.218,89.189,98.24,66.667,76.0,27.387,93.272,1.511,94.186,1.594,98.739,2.304,0.336,-2.235,99.244,2.364,35.245,-0.655,91.355,1.343,98.489,2.125,95.718,1.444,76.949,1.068,77.608,1.109,98.729,2.253,Golden,77,102.79166666666666,Golden,82,71.36363636363637
8214.T,1273.0,65,115,-3995,107056627712,,0.78785336,,1615.783,0.5266,0.329,37.0,0.029742766,3.41,55.0,0.044099998,1059.0,1387.0,none,,1253.0,1281.0,1252.0,1273.0,1273.0,127600,3.172,2.778,0.394,26.85,33.615,-6.765,1163.92,109.08,52.329,93.277,58.333,-55.829,1.684,46.096,-0.063,50.083,0.03,24.454,-0.743,54.034,0.077,36.303,-0.428,71.488,0.637,80.05,0.85,50.294,-0.038,86.566,1.241,58.508,0.449,28.075,-0.96,50.339,0.084,Golden,0,202.37209302325581,Dead,112,18.9375
8255.T,908.0,63,115,,82203418624,10.271493,0.95539826,88.4,950.389,0.3116,0.202,13.75,0.015277778,2.09,28.0,0.0311,873.0,1095.0,none,1,901.0,912.0,895.0,908.0,908.0,108000,-25.07,-21.886,-3.184,19.643,37.5,-17.857,975.607,-67.607,38.068,36.364,50.0,-84.752,-5.559,8.404,-1.286,21.222,-0.475,8.849,-1.281,61.082,0.29,21.735,-0.828,78.929,1.146,14.783,-0.903,18.026,-0.952,34.764,-0.537,38.989,0.057,5.03,-1.617,16.811,-0.787,Dead,205,-63.16666666666666,Dead,130,-0.6153846153846132
8281.T,1114.0,66,115,-6825,47624613888,9.763366,0.3858444,114.1,2887.174,0.5114,0.481,15.0,0.013428827,3.16,30.0,0.0269,933.0,1313.0,none,,1116.0,1122.0,1114.0,1114.0,1114.0,69600,-0.547,20.206,-20.752,11.483,43.301,-31.818,1198.715,-84.715,19.784,17.961,41.667,-28.752,-6.129,49.585,0.001,18.605,-0.765,3.193,-1.8,72.605,0.638,11.429,-1.263,26.185,-0.751,38.321,-0.284,2.771,-1.785,25.441,-0.965,21.039,-0.51,38.253,-0.478,30.339,-0.475,Dead,57,127.46808510638297,Dead,42,105.24137931034483
8282.T,1423.0,63,115,-2442,234874683392,14.442053,0.90495837,98.53,1572.448,0.97300005,0.305,22.0,0.015575221,3.1,44.0,0.0312,1217.0,1664.5,none,6,1416.0,1432.5,1410.5,1423.0,1423.0,817600,-12.899,6.555,-19.454,16.852,43.611,-26.759,1543.525,-120.525,29.737,17.136,50.0,-32.923,-5.625,31.89,-0.543,7.92,-1.448,5.573,-1.546,71.383,0.622,12.647,-1.123,95.137,1.775,19.662,-0.966,9.529,-1.32,21.306,-1.038,36.752,-0.007,33.839,-0.653,30.119,-0.435,Dead,90,103.42857142857142,Dead,60,65.0925925925926
8331.T,1294.5,59,115,,926205673472,11.488924,0.79051405,110.34,1637.542,0.3833,0.217,35.0,0.027089784,2.92,36.0,0.0279,964.0,1527.5,buy,10,1301.5,1309.5,1288.5,1294.5,1294.5,3473100,-10.21,-19.02,8.809,40.159,34.009,6.151,988.532,305.968,56.858,92.941,25.0,-60.615,3.822,25.522,-0.469,85.393,0.984,64.042,0.333,52.11,0.02,57.386,0.164,89.076,1.4,99.92,3.322,63.179,0.342,87.916,1.277,2.348,-1.662,17.281,-1.212,64.812,0.344,Golden,5,163.24074074074073,Golden,0,110.37037037037037
8334.T,1120.0,62,115,,428276809728,10.341643,0.7635372,66.5,1466.857,0.3193,0.055,12.0,0.010786517,3.4,40.0,0.036,671.3,1133.0,none,2,1124.5,1133.0,1110.5,1120.0,1120.0,1444800,33.544,15.854,17.69,49.05,25.292,23.758,854.845,265.155,67.791,95.411,75.0,-10.085,14.827,89.12,1.266,98.754,2.658,84.454,1.062,20.42,-0.782,82.773,0.962,93.35,1.753,99.917,4.021,85.726,1.069,92.191,1.402,94.635,1.949,42.324,-0.209,93.983,1.494,Golden,12,142.375,Golden,22,78.0
8359.T,1053.0,66,115,,500939489280,11.713015,0.46713883,52.8,2254.148,0.4319,0.006,14.0,0.013409962,3.3,34.0,0.0326,746.5,1131.5,none,1,1052.0,1070.5,1051.0,1053.0,1053.0,1810300,5.96,-13.021,18.981,46.0,28.273,17.726,806.728,246.272,60.917,93.842,66.667,-44.957,10.746,60.797,0.153,99.086,2.579,77.647,0.84,33.782,-0.464,73.782,0.679,85.287,1.198,99.834,3.381,72.376,0.597,88.413,1.323,83.571,1.266,30.619,-0.78,88.475,1.08,Golden,12,165.85714285714286,Golden,22,97.29577464788733
8361.T,1915.0,66,115,-2624,79728918528,,0.24312043,,7876.755,0.2814,0.012,35.0,0.018411363,3.52,70.0,0.0368,1740.0,2368.0,none,,1903.0,1940.0,1903.0,1915.0,1915.0,125700,-60.878,-66.505,5.627,27.371,35.774,-8.403,2033.312,-118.312,42.418,57.456,50.0,-74.017,-3.628,36.13,-0.277,51.827,0.13,29.748,-0.558,50.168,-0.013,39.748,-0.28,11.554,-1.093,42.228,-0.181,32.578,-0.452,56.003,0.25,43.085,0.13,15.352,-1.217,36.78,-0.19,Golden,7,163.98039215686273,Dead,117,-8.858974358974365
8368.T,633.0,63,115,,155666087936,,0.34275,,1846.827,0.2649,0.173,7.0,0.011146497,2.92,18.0,0.0287,502.0,725.0,none,,633.0,642.0,630.0,633.0,633.0,717200,-3.15,-10.042,6.893,41.667,25.556,16.111,519.92,113.08,59.707,92.742,58.333,-50.017,5.359,38.372,-0.24,93.023,1.385,70.252,0.487,26.134,-0.655,74.118,0.616,66.417,0.256,99.002,2.131,74.139,0.584,88.917,1.385,74.518,0.958,28.838,-0.811,75.593,0.657,Golden,22,128.0,Golden,22,83.0
8377.T,1922.0,56,115,-2988,235900518400,7.694155,0.35744947,226.2,5376.984,0.3132,0.049,40.0,0.021293586,3.79,42.5,0.0226,1474.5,2323.0,none,1,1897.5,1941.5,1897.5,1922.0,1922.0,806000,-16.138,-40.024,23.886,38.945,23.912,15.033,1570.033,351.967,61.715,95.261,58.333,-56.718,7.052,46.346,-0.162,84.801,0.728,61.597,0.207,23.277,-0.786,69.832,0.523,44.14,-0.347,91.272,1.2,74.727,0.643,91.94,1.444,68.986,0.761,29.177,-0.847,76.186,0.608,Golden,12,182.88636363636363,Golden,0,129.87878787878788
8381.T,1272.0,57,115,,193523335168,,0.5997089,,2121.029,0.3722,0.168,21.0,0.016706444,3.83,48.0,0.0382,958.0,1505.0,none,,1260.0,1282.0,1254.0,1272.0,1272.0,440100,-6.63,0.174,-6.805,30.072,23.741,6.331,1295.906,-23.906,46.97,63.889,41.667,-69.915,-1.491,35.797,-0.323,19.269,-0.71,33.361,-0.507,23.697,-0.797,56.639,0.161,97.257,2.184,42.893,-0.252,39.631,-0.335,58.018,0.347,17.1,-0.618,17.388,-1.203,40.085,-0.15,Dead,137,37.081632653061234,Golden,0,138.41935483870967
8387.T,1115.0,63,115,-2624,46538317824,,0.2773936,,4019.559,0.2642,0.092,22.5,0.020215634,4.05,50.0,0.044899996,907.0,1267.0,none,,1110.0,1120.0,1102.0,1115.0,1115.0,175400,-7.447,-23.875,16.427,49.127,29.039,20.087,938.486,176.514,63.663,97.382,66.667,-55.009,6.074,52.824,0.081,83.97,0.834,87.647,1.205,29.58,-0.531,80.672,0.919,15.628,-0.927,82.71,0.908,81.864,0.957,94.458,1.543,87.762,1.451,32.231,-0.814,82.627,0.846,Golden,12,133.25,Golden,22,109.875
8418.T,1655.5,59,115,,353810153472,8.7685375,0.5550495,108.6,2982.617,0.4052,-0.025,22.0,0.013406459,3.5,60.0,0.0366,1212.5,1959.0,none,2,1641.0,1668.0,1630.5,1655.5,1655.5,889200,-9.393,-7.635,-1.758,22.822,31.974,-9.151,1692.271,-36.771,45.318,72.998,41.667,-65.128,0.545,30.814,-0.333,42.857,-0.13,13.361,-1.126,43.613,-0.168,32.101,-0.502,95.179,1.987,40.732,-0.312,34.257,-0.415,63.56,0.616,18.944,-0.59,16.115,-1.26,47.203,0.051,Dead,147,11.888888888888886,Dead,12,94.3125
8425.T,1015.0,64,115,,284102557696,1.7726163,0.75704855,572.6,1340.733,0.2486,0.623,58.4,0.058109455,3.24,40.0,0.0398,860.0,1190.0,none,,1010.0,1021.0,1008.0,1015.0,1015.0,349500,-12.331,-13.678,1.347,26.736,23.958,2.778,1126.923,-111.923,52.083,47.458,50.0,-56.239,-2.495,20.04,-0.801,56.845,0.202,17.404,-0.971,29.98,-0.691,46.982,-0.098,97.517,3.131,6.058,-1.621,46.533,-0.134,40.201,-0.268,29.087,-0.267,21.261,-1.152,34.451,-0.236,Golden,22,151.8095238095238,Golden,0,111.203125
8439.T,1538.0,66,115,,750368718848,8.356424,0.7277411,183.11,2113.389,0.3456,1.017,27.0,0.017745646,2.79,58.0,0.0381,1245.5,1784.0,none,3,1496.0,1549.0,1478.5,1538.0,1538.0,910400,4.407,18.603,-14.196,41.68,36.299,5.382,1771.506,-233.506,51.506,22.029,41.667,53.573,-0.761,50.34,-0.098,8.574,-0.987,60.395,0.231,56.701,0.163,53.093,0.034,97.111,2.009,4.758,-1.736,47.296,-0.089,23.519,-0.979,19.623,-0.58,63.92,0.679,41.161,-0.124,Dead,30,157.6086956521739,Golden,10,110.77464788732394
8541.T,1075.0,62,115,-2988,41973374976,,0.29952443,,3589.023,0.275,-0.253,17.0,0.016159697,3.15,34.0,0.0323,935.0,1333.0,none,,1062.0,1081.0,1055.0,1075.0,1075.0,109700,-28.096,-24.104,-3.991,26.496,39.174,-12.678,967.0,108.0,44.597,50.704,41.667,-81.607,-4.041,26.661,-0.502,33.14,-0.282,30.504,-0.558,63.95,0.343,31.176,-0.495,10.308,-0.989,76.226,0.715,36.608,-0.301,53.065,0.07,21.375,-0.443,7.379,-1.307,29.746,-0.394,Dead,132,4.111111111111114,Dead,117,-22.888888888888886
8544.T,836.0,63,115,-2260,103020281856,,0.32432994,,2577.622,0.2495,0.123,12.5,0.0153186275,3.8,28.0,0.0343,652.0,910.0,none,,822.0,850.0,822.0,836.0,836.0,747200,1.283,-9.124,10.407,44.769,29.44,15.328,693.466,142.534,58.746,91.765,66.667,-61.709,7.766,57.807,0.01,86.96,0.904,77.395,0.729,38.235,-0.28,72.017,0.532,38.653,-0.556,93.017,1.376,71.872,0.501,88.161,1.379,85.834,1.354,25.7,-0.933,81.695,0.836,Golden,12,177.45652173913044,Golden,7,121.35820895522389
8570.T,1307.5,37,86,-6866,282260471808,10.006716,0.61680144,133.47,2119.807,0.47919998,0.472,53.0,0.041341655,3.86,53.0,0.041300002,1121.0,1446.0,hold,8,1285.0,1307.5,1283.5,1307.5,1307.5,819100,-12.833,-15.389,2.557,27.767,43.182,-15.415,1204.0,103.5,42.353,78.113,58.333,-59.521,1.629,45.847,-0.078,53.073,0.088,26.471,-0.685,68.403,0.566,27.395,-0.648,17.29,-0.982,62.261,0.412,31.486,-0.533,73.216,0.874,57.754,0.521,25.36,-0.94,58.898,0.258,Golden,0,162.67924528301887,Dead,92,24.736111111111114
8585.T,840.0,57,115,-6392,143813033984,9.90566,0.6162745,16.57,1363.029,1.1083,0.431,40.0,0.048076924,3.04,80.0,0.0962,816.0,1147.0,none,1,834.0,842.0,833.0,840.0,840.0,735800,-50.204,-42.765,-7.439,12.717,53.179,-40.462,927.619,-87.619,24.107,13.287,50.0,-86.53,-11.962,34.468,-0.154,36.794,-0.113,3.95,-1.562,87.311,1.117,5.462,-1.392,8.978,-0.737,48.961,0.022,6.801,-1.324,26.364,-0.905,59.095,0.44,10.348,-1.118,27.373,-0.35,Dead,117,70.17391304347825,Dead,187,-47.66666666666666
8601.T,1028.0,57,-67,,1449788440576,10.620426,0.92770153,98.42,1108.115,0.5221,0.576,35.0,0.034096446,4.58,53.0,0.051599998,848.6,1353.5,hold,8,1030.0,1036.5,1026.0,1028.0,1028.0,5210900,-23.357,-17.923,-5.434,29.476,46.725,-17.249,1191.97,-163.97,35.0,42.669,41.667,-79.282,-6.779,26.404,-0.423,30.498,-0.405,37.013,-0.467,73.377,0.714,30.763,-0.607,85.783,1.208,14.297,-1.104,20.114,-0.859,47.121,-0.17,23.887,-0.471,19.902,-1.097,33.961,-0.312,Dead,130,55.52083333333334,Dead,5,155.53571428571428
8604.T,935.5999755859375,57,-67,,2764716638208,9.99878,0.8376007,90.95,1117.0,0.4287,0.608,38.0,0.041241586,4.04,46.0,0.0499,593.6,1021.0,none,8,928.6,941.5,923.5,935.6,935.6,12699900,14.311,1.589,12.721,44.03,25.082,18.949,702.372,233.228,62.489,96.748,50.0,-40.513,7.942,71.027,0.293,81.22,0.545,70.779,0.471,18.263,-0.921,77.435,0.711,48.675,-0.511,90.924,1.128,78.67,0.734,91.89,1.453,41.053,0.057,42.179,-0.47,78.396,0.637,Golden,20,161.3,Golden,15,113.18840579710144
8609.T,651.0,56,-250,,131219464192,,0.6470909,,1006.041,0.5159,0.373,30.0,0.04658385,3.86,40.0,0.0621,541.0,868.0,strong_buy,,644.0,662.0,644.0,651.0,651.0,431300,-23.625,-26.487,2.862,38.746,29.06,9.687,563.046,87.954,50.193,80.263,58.333,-68.41,-2.55,24.585,-0.619,65.282,0.252,61.513,0.188,28.067,-0.573,67.563,0.387,53.948,-0.047,84.206,0.972,58.942,0.081,76.994,1.042,73.428,0.819,31.298,-0.861,51.186,-0.049,Golden,7,205.0731707317073,Golden,22,120.84482758620689
8613.T,1000.0,56,115,,66130198528,,1.3057814,,765.825,0.7409,0.108,35.0,0.03560529,3.4,30.0,0.0305,795.0,1185.0,none,,990.0,1007.0,990.0,1000.0,1000.0,449600,-3.513,-4.695,1.182,27.027,33.634,-6.607,1059.563,-59.563,47.368,77.778,58.333,-57.128,0.508,49.834,-0.124,54.319,0.086,28.319,-0.621,41.597,-0.256,44.958,-0.203,82.461,0.856,34.83,-0.324,48.447,-0.108,75.315,0.96,67.645,0.774,34.266,-0.751,59.915,0.123,Golden,0,212.0,Dead,7,124.46153846153845
8614.T,636.0,55,115,,51568152576,,1.3367606,,475.777,0.3557,0.329,10.0,0.016286645,2.26,50.0,0.08140001,285.0,640.0,none,,615.0,640.0,614.0,636.0,636.0,1083500,59.248,40.648,18.6,62.899,11.057,51.843,486.87,149.13,83.007,98.361,83.333,93.641,28.711,97.841,2.732,99.336,2.752,93.025,1.649,3.95,-1.739,94.79,1.757,91.438,1.385,99.169,2.61,96.977,1.823,96.138,1.572,98.491,2.363,95.25,1.467,95.085,1.672,Golden,102,89.22222222222223,Golden,152,-14.459016393442624
8622.T,561.0,56,-67,,35392593920,,1.4923785,,375.91,0.7775,0.412,2.5,0.004520796,4.8,30.0,0.0542,365.0,601.0,none,,554.0,562.0,554.0,561.0,561.0,256900,12.919,2.144,10.776,54.252,22.287,31.965,415.275,145.725,70.741,97.452,66.667,-16.376,11.08,74.169,0.433,93.522,1.33,85.63,1.148,14.622,-1.029,86.639,1.122,74.148,0.483,98.254,2.071,86.734,1.184,95.298,1.56,88.684,1.493,49.958,-0.142,80.508,0.769,Golden,27,242.6875,Golden,22,116.9344262295082
8624.T,1023.0,56,-67,,34634891264,,1.1748952,,870.716,0.5454,0.496,34.0,0.033932135,5.63,34.0,0.0339,605.0,1031.0,strong_buy,,1005.0,1031.0,1002.0,1023.0,1023.0,605000,37.33,4.419,32.911,62.287,15.529,46.758,695.702,327.298,79.63,97.826,58.333,3.111,23.781,81.146,0.556,96.512,1.811,93.025,1.708,8.235,-1.44,93.109,1.631,45.885,-0.383,98.005,2.101,94.794,1.686,94.374,1.481,67.812,0.771,54.453,0.113,94.153,1.489,Golden,32,141.6,Golden,22,96.19444444444444
8628.T,825.0,52,-67,-7190,212360773632,16.871164,2.743936,48.9,300.663,0.97220004,0.168,40.0,0.04901961,5.06,44.0,0.0539,705.0,877.0,none,1,818.0,825.0,817.0,825.0,825.0,706800,4.135,1.351,2.784,42.995,35.749,7.246,733.56,91.44,56.954,63.636,58.333,-17.538,1.29,59.364,0.053,58.333,0.192,66.348,0.385,45.304,-0.103,61.391,0.256,30.181,-0.396,75.494,0.668,66.29,0.396,60.209,0.412,66.349,0.611,46.093,-0.26,58.421,0.177,Golden,25,155.74468085106383,Golden,15,117.5
8698.T,1150.0,57,115,-4086,293990596608,23.423973,2.235032,51.09,514.534,0.4145,0.973,38.1,0.036285713,2.65,30.2,0.028800001,548.0,1155.0,none,2,1044.0,1155.0,1038.0,1150.0,1150.0,19027200,70.574,13.583,56.991,69.632,12.706,56.925,693.554,456.446,85.285,99.109,75.0,5.983,36.184,94.466,1.656,99.308,3.427,98.297,2.205,4.81,-1.657,97.695,1.996,73.986,0.416,99.407,3.216,97.097,1.984,97.598,1.59,94.605,1.963,57.953,0.222,96.559,1.912,Golden,33,163.0810810810811,Golden,18,154.85714285714286
8699.T,861.0,55,-250,,25912741888,,0.3175191,,2711.648,0.028800001,0.099,10.0,0.01173709,1.14,20.0,0.0235,800.0,1067.0,none,,840.0,866.0,840.0,861.0,861.0,797700,-26.975,-15.853,-11.122,22.113,46.683,-24.57,993.399,-132.399,34.884,20.745,41.667,-41.402,-8.952,28.529,-0.275,20.521,-0.404,16.041,-1.056,80.914,0.937,16.142,-1.047,56.012,0.045,24.549,-0.438,20.385,-0.915,29.108,-0.83,23.887,-0.342,34.292,-0.644,25.846,-0.254,Dead,40,134.04761904761904,Dead,40,65.97014925373135
8704.T,1042.0,70,-67,-1526,28621135872,,1.7622755,,591.281,0.16610001,0.17,28.0,0.027105518,,28.0,0.0271,511.0,1141.0,none,,1026.0,1047.0,1013.0,1042.0,1042.0,217200,78.929,60.662,18.267,45.693,24.088,21.606,797.815,244.185,69.213,87.726,58.333,81.538,18.226,90.535,0.359,84.877,0.22,73.173,0.677,22.443,-0.796,76.514,0.762,73.635,-0.12,92.379,0.467,88.634,1.243,89.468,1.606,75.65,0.939,93.664,1.511,84.599,0.918,Golden,25,173.61111111111111,Golden,25,105.9433962264151
8706.T,1409.0,56,-67,,44949073920,,0.8639566,,1630.869,0.90540004,0.213,130.0,0.09372747,5.78,130.0,0.0937,924.0,1824.0,none,,1398.0,1419.0,1396.0,1409.0,1409.0,117300,-13.652,-0.304,-13.348,26.082,46.784,-20.702,1446.737,-37.737,39.764,51.459,58.333,-59.658,-1.771,45.816,-0.232,20.0,-0.638,28.468,-0.686,71.636,0.665,27.433,-0.697,68.744,0.698,51.175,-0.114,35.677,-0.518,57.497,0.157,65.119,0.599,37.382,-0.718,53.766,-0.003,Dead,182,50.66666666666666,Dead,82,55.34693877551021
8715.T,671.0,64,115,-1526,51161198592,14.517151,1.7562089,45.25,382.073,0.1377,0.573,5.5,0.008112094,0.44,16.0,0.023599999,494.0,720.0,strong_buy,4,667.0,681.0,665.0,671.0,671.0,914900,12.19,14.716,-2.526,44.118,23.203,20.915,556.22,114.78,61.458,73.077,58.333,17.949,2.134,65.551,0.283,34.868,-0.294,72.546,0.645,22.76,-0.78,76.956,0.755,42.318,-0.105,87.291,1.124,72.017,0.656,68.04,0.699,53.824,0.381,57.659,0.224,54.978,0.113,Dead,15,158.06451612903226,Golden,30,92.09302325581395
8739.T,1490.0,57,-250,-4086,59352064000,,1.8801807,,792.477,0.4798,0.821,66.0,0.045485873,4.35,126.0,0.0868,1139.0,1969.0,none,,1453.0,1504.0,1451.0,1490.0,1490.0,121600,-59.389,-79.724,20.335,35.442,32.458,2.983,1206.449,283.551,58.601,94.215,66.667,-61.436,2.091,26.178,-0.253,73.037,0.215,49.293,-0.08,43.286,-0.209,54.064,0.064,43.93,-0.384,83.581,0.444,67.52,0.492,91.086,1.482,84.229,1.301,27.654,-0.878,59.537,0.283,Golden,20,170.22727272727272,Golden,5,135.98214285714286
8771.T,1705.0,56,115,-2304,81413070848,20.281427,3.6350303,84.1,469.047,0.5059,-0.162,35.0,0.020895522,1.28,74.0,0.0442,1160.0,2077.0,none,3,1684.0,1735.0,1683.0,1705.0,1705.0,238400,6.667,-34.185,40.852,53.235,11.324,41.912,1429.807,275.193,79.845,92.126,58.333,78.051,14.778,52.755,-0.115,97.107,2.033,90.73,1.311,5.618,-1.621,93.82,1.549,68.552,0.456,92.138,1.384,94.25,1.697,87.658,1.244,62.517,0.62,79.173,1.146,85.755,0.889,Golden,103,117.20833333333334,Golden,18,110.0
8798.T,622.0,66,-67,-1344,13647986688,,4.1729283,,149.056,0.8205,0.545,35.0,0.056270096,2.95,35.0,0.0563,615.0,1130.0,none,,639.0,648.0,615.0,622.0,622.0,191300,-89.586,-55.241,-34.345,15.347,68.982,-53.635,913.836,-291.836,20.664,1.746,25.0,-80.171,-52.913,5.851,-1.153,2.88,-1.226,4.467,-1.697,98.906,2.464,1.732,-2.177,58.288,0.208,5.495,-0.97,2.459,-1.87,3.552,-1.555,1.273,-1.828,6.998,-1.617,4.14,-2.307,Dead,105,76.0,Dead,80,27.905405405405403
8801.T,1278.0,66,115,,3560904065024,13.49243,1.1382432,95.03,1122.783,0.4781,0.631,16.333,0.012901264,2.03,30.0,0.023699999,1112.0,1709.5,buy,11,1265.0,1282.5,1259.0,1278.0,1278.0,8701000,-40.8,-20.309,-20.491,23.497,45.97,-22.473,1542.837,-264.837,27.828,10.898,33.333,-72.034,-10.429,8.427,-1.299,4.093,-1.877,11.12,-1.173,81.899,0.964,13.88,-1.116,98.474,2.682,1.205,-2.528,5.596,-1.581,15.247,-1.316,5.749,-1.221,10.238,-1.33,15.794,-0.799,Dead,200,-31.923076923076934,Dead,85,44.26470588235293
8818.T,1596.0,57,115,,78155800576,19.72806,1.0281895,80.6,1552.243,0.53290004,0.306,36.0,0.023240801,2.29,37.0,0.0239,1323.0,1889.0,none,2,1566.0,1610.0,1566.0,1596.0,1596.0,51900,2.558,8.725,-6.166,33.779,30.62,3.159,1725.432,-129.432,51.652,47.059,41.667,-37.983,-1.251,49.629,-0.139,18.924,-0.501,33.365,-0.46,40.789,-0.314,48.12,-0.073,96.936,2.193,11.421,-1.109,49.202,-0.094,42.817,-0.204,20.431,-0.535,31.339,-0.762,42.22,-0.163,Dead,120,57.15909090909091,Golden,15,117.28813559322035
8860.T,788.0,59,115,,28687611904,,0.54017556,,1458.785,0.17729999,0.498,13.0,0.016581632,4.11,26.0,0.0332,632.0,826.0,none,,785.0,793.0,782.0,788.0,788.0,89400,4.216,-1.922,6.138,47.003,24.921,22.082,675.72,112.28,63.115,95.798,58.333,-23.009,5.391,51.76,0.068,83.73,0.912,73.77,0.579,24.204,-0.738,75.892,0.685,60.667,0.407,96.095,1.56,75.048,0.667,92.197,1.449,59.808,0.503,36.452,-0.517,75.657,0.526,Golden,27,146.4090909090909,Golden,22,91.359375
8876.T,1865.5,65,115,-2806,279242964992,12.596218,4.819903,144.15,387.041,0.32939997,0.59,37.0,0.020059636,1.71,75.0,0.040700004,1115.5,2013.5,strong_buy,4,1864.0,1884.5,1853.0,1865.5,1865.5,665600,54.25,73.037,-18.787,36.896,35.49,1.406,1939.504,-74.004,52.551,64.877,41.667,61.641,4.636,79.339,0.547,16.391,-0.829,40.449,-0.253,60.393,0.285,41.854,-0.275,59.862,0.416,29.379,-0.359,45.302,-0.202,48.247,0.172,7.413,-1.119,60.2,0.617,49.43,0.124,Dead,18,142.0,Golden,8,113.9047619047619
